ID,Name,Author,Rating,Format,Publisher,Pages,Publishing Date,ISBN-10,ISBN-13
0345348109,The Killer Angels: The Classic Novel of the Civil War (Civil War Trilogy),Michael Shaara,4.7 out of 5 stars,Kindle,Ballantine Books,355 pages,"August 12, 1987",0345348109,978-0345348104
014242207X,Legend,Marie Lu,4.5 out of 5 stars,Paperback,Speak; Reprint edition,352 pages,"April 16, 2013",014242207X,978-0142422076
0765385252,Binti,Nnedi Okorafor,4.5 out of 5 stars,Kindle,Tor.com; 1 edition,96 pages,"September 22, 2015",0765385252,978-0765385253
1101972122,Stories of Your Life and Others,Ted Chiang,4.4 out of 5 stars,Paperback,Vintage; Reissue edition,304 pages,"June 14, 2016",1101972122,978-1101972120
0553539507,How to Hang a Witch,Adriana Mather,4.8 out of 5 stars,Kindle,Ember; Reprint edition,368 pages,"September 12, 2017",0553539507,978-0553539509
133821666X,"Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production",J.K. Rowling,3.8 out of 5 stars,Hardcover,Arthur A. Levine Books,336 pages,"July 25, 2017",133821666X,978-1338216660
0441627404,The Once and Future King,T. H. White,4.2 out of 5 stars,Hardcover,Ace Books; Reprint edition,639 pages,June 1987,0441627404,978-0441627400
1978277733,Hotbloods (Volume 1),Bella Forrest,4.4 out of 5 stars,Hardcover,CreateSpace Independent Publishing Platform,350 pages,"November 26, 2017",1978277733,978-1978277731
1250147565,The Trouble with Twelfth Grave: A Charley Davidson Novel (Charley Davidson Series),Darynda Jones,4.7 out of 5 stars,Paperback,St. Martin's Paperbacks,304 pages,"February 27, 2018",1250147565,978-1250147561
0757918905,"Sonatas, Fantasias & Rondos, Vol 2 (Kalmus Edition)",Carl Philipp Emanuel Bach,,Kindle,Alfred Music; Bilingual edition,108 pages,"March 1, 1985",0757918905,978-0757918902
0307744434,The Night Circus,Erin Morgenstern,4.4 out of 5 stars,Paperback,Anchor Books; 1st edition,516 pages,"July 3, 2012",0307744434,978-0307744432
0061478784,Howl's Moving Castle,Diana Wynne Jones,4.7 out of 5 stars,Hardcover,Greenwillow Books; Reprint edition,448 pages,"April 22, 2008",0061478784,978-0061478789
1250007216,Scarlet,Marissa Meyer,4.7 out of 5 stars,Hardcover,Square Fish; Reprint edition,512 pages,2014,1250007216,978-1250007216
0312341946,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,3.8 out of 5 stars,Kindle,St. Martin's Griffin; 18th edition,608 pages,"August 1, 2005",0312341946,978-0312341947
1477630988,"Water, Book One of the Akasha Series",Terra Harmony,3.5 out of 5 stars,Paperback,CreateSpace Independent Publishing Platform,292 pages,"July 13, 2012",1477630988,978-1477630983
0451475208,The Chosen: A Novel of the Black Dagger Brotherhood,J.R. Ward,4.7 out of 5 stars,Paperback,Ballantine Books; Reissue edition,576 pages,"September 26, 2017",0451475208,978-0451475206
0615591736,Fledgling: The Shapeshifter Chronicles (Volume 1),Natasha Brown,4.1 out of 5 stars,Hardcover,Natasha S Brown,242 pages,"January 15, 2012",0615591736,978-0615591735
1988035120,ONSET: To Serve and Protect (Volume 1),Glynn Stewart,4.5 out of 5 stars,Kindle,Faolan's Pen Publishing Inc.,400 pages,"November 29, 2016",1988035120,978-1988035123
1338053620,Darkstalker (Wings of Fire: Legends),Tui T. Sutherland,4.8 out of 5 stars,Paperback,Scholastic Inc.; Reprint edition,400 pages,"November 28, 2017",1338053620,978-1338053623
162672363X,The Prince and the Dressmaker,Jen Wang,4.7 out of 5 stars,Hardcover,First Second,288 pages,"February 13, 2018",162672363X,978-1626723634
0836218051,The Essential Calvin and Hobbes: a Calvin and Hobbes Treasury,Bill Watterson,4.8 out of 5 stars,Hardcover,Andrews McMeel Publishing,256 pages,1988,0836218051,978-0590819244
014242059X,Between Shades of Gray,Ruta Sepetys,4.7 out of 5 stars,Paperback,Speak,384 pages,"April 3, 2012",014242059X,978-0142420591
1501166220,The Wind Through the Keyhole: The Dark Tower IV-1/2,Stephen King,4.6 out of 5 stars,Hardcover,Scribner; Reprint edition,320 pages,"December 6, 2016",1501166220,978-1501166228
054528418X,"The Shadow Throne (The Ascendance Trilogy, Book 3): Book 3 of The Ascendance Trilogy",Jennifer A. Nielsen,4.7 out of 5 stars,Paperback,Scholastic Paperbacks; Reprint edition,336 pages,"January 27, 2015",054528418X,978-0545284189
0648214699,The Watchmaker's Daughter (Glass and Steele),C.J. Archer,4.3 out of 5 stars,Hardcover,C.J. Archer,300 pages,"November 7, 2017",0648214699,978-0648214694
0553375407,Ishmael:A Novel,Daniel Quinn,4.6 out of 5 stars,Kindle,Bantam; Reissue edition,263 pages,"May 1, 1995",0553375407,978-0553375404
0804137277,Armada: A novel by the author of Ready Player One,Ernest Cline,3.6 out of 5 stars,Paperback,Broadway Books; Reprint edition,384 pages,"April 12, 2016",0804137277,978-0804137270
0553418025,The Martian,Andy Weir,4.7 out of 5 stars,Hardcover,Broadway Books; Reprint edition,387 pages,"October 28, 2014",0553418025,978-0553418026
1416524525,"7: The Dark Tower VII (The Dark Tower, Book 7)",Stephen King,4.5 out of 5 stars,Hardcover,Pocket Books; Reprint edition,1072 pages,"September 1, 2006",1416524525,978-1416524526
1501188291,Gwendy's Button Box: A Novella,Stephen King,4.3 out of 5 stars,Kindle,Gallery Books; Reprint edition,176 pages,"October 31, 2017",1501188291,978-1501188299
141651693X,"The Dark Tower V: The Wolves of the Calla (The Dark Tower, Book 5)",Stephen King,4.6 out of 5 stars,Hardcover,Pocket Books; First Edition edition,960 pages,"February 1, 2006",141651693X,978-1416516934
0374537151,Annihilation: A Novel: Movie Tie-In Edition (The Southern Reach Trilogy),Jeff VanderMeer,3.6 out of 5 stars,Paperback,MCD x FSG Originals; Media Tie In edition,208 pages,"February 13, 2018",0374537151,978-0374537159
1400078776,Never Let Me Go,Kazuo Ishiguro,3.7 out of 5 stars,Hardcover,Vintage,288 pages,"March 14, 2006",1400078776,978-1400078776
0345457714,Broken Angels: A Novel (Takeshi Kovacs),Richard K. Morgan,3.9 out of 5 stars,Hardcover,"Del Rey; 1st, First American Edition, Cover Torn edition",384 pages,"March 2, 2004",0345457714,978-0345457714
0062468979,Twice Bitten: An Argeneau Novel,Lynsay Sands,,Kindle,Avon,384 pages,"March 27, 2018",0062468979,978-0062468970
076537675X,The Final Day: A John Matherson Novel,William R. Forstchen,4.7 out of 5 stars,Paperback,Forge Books; Reprint edition,480 pages,"October 31, 2017",076537675X,978-0765376756
0142414298,The Sorcerer of the North: Book Five (Ranger's Apprentice),John Flanagan,4.6 out of 5 stars,Paperback,Puffin Books; Reprint edition,336 pages,"June 25, 2009",9780142414293,978-0142414293
0765376717,One Year After: A John Matherson Novel,William R. Forstchen,4.4 out of 5 stars,Paperback,Forge Books; Reprint edition,448 pages,"June 28, 2016",0765376717,978-0765376718
0307743675,'Salem's Lot,Stephen King,4.5 out of 5 stars,Paperback,Anchor; Reprint edition,672 pages,"December 27, 2011",0307743675,978-0307743671
0143123629,"Shadow of Night (All Souls Trilogy, Bk 2)",Deborah Harkness,4.5 out of 5 stars,Paperback,Penguin Books; Reprint edition,592 pages,"May 28, 2013",0143123629,978-0143123620
0451458125,Fool Moon (Dresden Files),Jim Butcher,4.5 out of 5 stars,Paperback,Roc; English Language edition,432 pages,"January 1, 2001",0451458125,978-0451458124
0143127527,The Book of Life: A Novel (All Souls Trilogy),Deborah Harkness,4.6 out of 5 stars,Hardcover,Penguin Books; Reprint edition,576 pages,"May 26, 2015",0143127527,978-0143127529
0451459407,Death Masks (Dresden Files),Jim Butcher,4.7 out of 5 stars,Paperback,Roc,464 pages,"August 5, 2003",0451459407,978-0451459404
0441008534,"Dead Until Dark  (Sookie Stackhouse/True Blood, Book 1)",Charlaine Harris,4.4 out of 5 stars,Hardcover,Ace Books,292 pages,"May 1, 2001",0441008534,978-0441008537
1501192205,The Eyes of the Dragon: A Novel,Stephen King,4.5 out of 5 stars,Hardcover,Gallery Books; Reprint edition,384 pages,"January 9, 2018",1501192205,978-1501192203
0441569595,Neuromancer,William Gibson,4.2 out of 5 stars,Kindle,Ace; 1st edition,271 pages,"July 1, 1984",0441569595,978-0441569595
0345504976,The Passage: A Novel (Book One of The Passage Trilogy),Justin Cronin,4.2 out of 5 stars,Kindle,Ballantine Books; Reprint edition,785 pages,"May 17, 2011",0345504976,978-0345504975
0451458923,Summer Knight (Dresden Files),Jim Butcher,4.6 out of 5 stars,Hardcover,Roc; English Language edition,371 pages,"September 3, 2002",0451458923,978-0451458926
0451459873,"Blood Rites (The Dresden Files, Book 6)",Jim  Butcher,4.7 out of 5 stars,Paperback,Roc; 1rst Printing edition,372 pages,"August 3, 2004",9780451459879,978-0451459879
1477808701,Wayward (The Wayward Pines Trilogy),Blake Crouch,4.5 out of 5 stars,Paperback,Thomas & Mercer,322 pages,"September 17, 2013",1477808701,978-1477808702
0143129406,Lord of the Flies: (Penguin Classics Deluxe Edition),William Golding,4.5 out of 5 stars,Kindle,Penguin Classics; Deluxe edition,336 pages,"November 15, 2016",0143129406,978-0143129400
0425188809,Watchers,Dean Koontz,4.8 out of 5 stars,Hardcover,Berkley,624 pages,"January 28, 2003",0425188809,978-0425188804
0812985877,The Changeling: A Novel,Victor LaValle,3.9 out of 5 stars,Hardcover,Spiegel & Grau; Reprint edition,448 pages,"March 6, 2018",0812985877,978-0812985870
0345538994,The Lost World: A Novel (Jurassic Park),Michael Crichton,4.5 out of 5 stars,Hardcover,Ballantine Books; Reprint edition,432 pages,"October 30, 2012",0345538994,978-0345538994
0307346617,World War Z: An Oral History of the Zombie War,Max Brooks,4.3 out of 5 stars,Hardcover,Three Rivers Press; 1st edition,342 pages,"October 16, 2007",0307346617,978-0307346612
0425263231,"Night Shift (A Novel of Midnight, Texas)",Charlaine Harris,4.7 out of 5 stars,Kindle,Ace,400 pages,"February 7, 2017",0425263231,978-0425263235
1501161814,The Dark Tower II: The Drawing of the Three,Stephen King,4.3 out of 5 stars,Kindle,Pocket Books; Reissue edition,528 pages,"December 27, 2016",1501161814,978-1501161810
0451464079,Ghost Story (Dresden Files),Jim Butcher,4.4 out of 5 stars,Kindle,Roc; Reprint edition,608 pages,"August 7, 2012",0451464079,978-0451464071
045146155X,"White Night (The Dresden Files, Book 9)",Jim Butcher,4.7 out of 5 stars,Hardcover,Roc,528 pages,"February 5, 2008",045146155X,978-0451461551
0451463471,Changes (Dresden Files),Jim Butcher,4.7 out of 5 stars,Hardcover,Roc; Reprint edition,560 pages,"March 1, 2011",0451463471,978-0451463470
0451462009,"Small Favor (The Dresden Files, Book 10)",Jim Butcher,4.8 out of 5 stars,Paperback,Roc; Reprint edition,560 pages,"March 3, 2009",0451462009,978-0451462008
0451461037,"Proven Guilty (The Dresden Files, Book 8)",Jim Butcher,4.7 out of 5 stars,Hardcover,Roc,576 pages,"February 6, 2007",0451461037,978-0451461032
0812977211,Fatherland: A Novel,Robert Harris,4.3 out of 5 stars,Paperback,Random House Trade Paperbacks; 2007 or Later Printing edition,352 pages,"September 5, 2006",0812977211,978-0812977219
0316070637,The Historian,Elizabeth Kostova,4.0 out of 5 stars,Hardcover,Back Bay Books; Reprint edition,720 pages,"September 1, 2009",0316070637,978-0316070638
1400034957,Crónica de una muerte anunciada (Spanish Edition),Gabriel Garc\u00eda M\u00e1rquez,4.4 out of 5 stars,Hardcover,Vintage Espanol; 1 edition,128 pages,"October 14, 2003",1400034957,978-1400034956
1501161822,The Dark Tower III: The Waste Lands,Stephen King,4.3 out of 5 stars,Kindle,Pocket Books,720 pages,"December 27, 2016",1501161822,978-1501161827
0451462815,"Turn Coat (The Dresden Files, Book 11)",Jim Butcher,4.8 out of 5 stars,Paperback,Roc; Reprint edition,576 pages,"March 2, 2010",0451462815,978-0451462817
099731642X,Race for the Flash Stone (The Anlon Cully Chronicles) (Volume 2),K Patrick Donoghue,4.3 out of 5 stars,Hardcover,"Leaping Leopard Enterprises, LLC; 1 edition",358 pages,"May 9, 2017",099731642X,978-0997316421
0061684260,The Thief of Always,Clive Barker,4.3 out of 5 stars,Hardcover,Harper Perennial; Reprint edition,288 pages,"November 11, 2008",0061684260,978-0061684265
1501167715,Something Wicked This Way Comes: A Novel,Ray Bradbury,4.2 out of 5 stars,Hardcover,Simon & Schuster; Reprint edition,352 pages,"October 24, 2017",1501167715,978-1501167713
0143039970,We Have Always Lived in the Castle (Penguin Classics Deluxe Edition),Shirley Jackson,4.2 out of 5 stars,Paperback,Penguin Classics; Deluxe edition,146 pages,"October 31, 2006",0143039970,978-0143039976
0425263169,"Midnight Crossroad (A Novel of Midnight, Texas)",Charlaine Harris,4.3 out of 5 stars,Kindle,Ace; Reprint edition,384 pages,"March 31, 2015",0425263169,978-0425263167
1601626223,The Cartel 4: Diamonds are Forever (Urban Books),Ashley,4.6 out of 5 stars,Kindle,Urban Books,352 pages,"February 4, 2014",1601626223,978-1601626226
1101886714,Sleeping Giants (The Themis Files),Sylvain Neuvel,3.9 out of 5 stars,Hardcover,Del Rey; Reprint edition,336 pages,"January 24, 2017",1101886714,978-1101886717
0425285529,The City of Mirrors: A Novel (Passage Trilogy),Justin Cronin,4.5 out of 5 stars,Hardcover,Ballantine Books; Reprint edition,624 pages,"May 16, 2017",0425285529,978-0425285527
1455572357,"Crocodile on the Sandbank (Amelia Peabody, Book 1)",Elizabeth Peters,4.5 out of 5 stars,Paperback,Grand Central Publishing; Reprint edition,352 pages,"May 28, 2013",1455572357,978-1455572359
1497643074,I Have No Mouth and I Must Scream: Stories,Harlan Ellison,4.1 out of 5 stars,Kindle,Open Road Media,162 pages,"June 3, 2014",1497643074,978-1497643079
0441018513,"Dead And Gone (Sookie Stackhouse/True Blood, Book 9)",Charlaine Harris,4.3 out of 5 stars,Kindle,Ace; Reprint edition,320 pages,"April 6, 2010",0441018513,978-0441018512
150110876X,The Turn: The Hollows Begins with Death,Kim Harrison,4.5 out of 5 stars,Kindle,Pocket Books; Reprint edition,560 pages,"October 31, 2017",150110876X,978-1501108761
1503949109,Shadow Hunt (Disrupted Magic),Melissa F. Olson,4.9 out of 5 stars,Paperback,47North,316 pages,"February 13, 2018",1503949109,978-1503949102
0812571339,"Crossroads of Twilight (Wheel of Time, Book 10)",Robert Jordan,3.1 out of 5 stars,Kindle,Tor Fantasy,846 pages,November 2003,0812571339,978-0812571332
0451466160,Murder of Crows (A Novel of the Others),Anne Bishop,4.7 out of 5 stars,Hardcover,Roc; Reprint edition,448 pages,"February 3, 2015",0451466160,978-0451466167
0547572174,A Scanner Darkly,Philip K. Dick,4.3 out of 5 stars,Hardcover,Mariner Books; Reprint edition,304 pages,"October 18, 2011",0547572174,978-0547572178
006220064X,The Fireman: A Novel,Joe Hill,4.2 out of 5 stars,Hardcover,William Morrow Paperbacks; Reprint edition,768 pages,"January 3, 2017",006220064X,978-0062200648
0525562885,El Laberinto de los Espiritus (Spanish Edition),Carlos Ruiz Zafon,4.8 out of 5 stars,Hardcover,Vintage Espanol,928 pages,"October 24, 2017",0525562885,978-0525562887
1594745269,Horrorstor: A Novel,Grady Hendrix,4.2 out of 5 stars,Hardcover,Quirk Books,240 pages,"September 23, 2014",1594745269,978-1594745263
1250045665,Sixth Grave on the Edge (Charley Davidson),Darynda Jones,4.7 out of 5 stars,Paperback,St. Martin's Paperbacks,400 pages,"August 26, 2014",1250045665,978-1250045669
1476783004,The Long Dark Tea-Time of the Soul (Dirk Gently),Douglas Adams,4.3 out of 5 stars,Hardcover,Gallery Books; Reissue edition,256 pages,"October 7, 2014",1476783004,978-1476783000
0345468260,Timeline,Michael Crichton,4.1 out of 5 stars,Hardcover,Ballantine Books; 1 edition,512 pages,"November 4, 2003",0345468260,978-0345468260
0061231436,Altar of Eden,James Rollins,4.3 out of 5 stars,Kindle,Harper; Reprint edition,528 pages,"December 28, 2010",0061231436,978-0061231438
0547572417,VALIS (Valis Trilogy),Philip K. Dick,3.8 out of 5 stars,Paperback,Mariner Books; Reissue edition,288 pages,"October 18, 2011",0547572417,978-0547572413
1477818081,The First City (The Dominion Trilogy),Joe Hart,4.6 out of 5 stars,Paperback,Thomas & Mercer,444 pages,"March 28, 2017",1477818081,978-1477818084
0425214702,"Grave Surprise (Harper Connelly Mysteries, Book 2)",Charlaine Harris,4.4 out of 5 stars,Paperback,Berkley; Reprint edition,320 pages,"September 25, 2007",0425214702,978-0425214701
0062694251,You May Now Kill the Bride (Return to Fear Street),R.L. Stine,,Hardcover,HarperTeen,352 pages,"July 24, 2018",0062694251,978-0062694256
0765337592,Empire Games: A Tale of the Merchant Princes Universe,Charles Stross,4.3 out of 5 stars,Hardcover,Tor Books; Reprint edition,336 pages,"December 5, 2017",0765337592,978-0765337597
0515138096,"Mind Game (GhostWalkers, Book 2)",Christine Feehan,4.7 out of 5 stars,Hardcover,Berkley; Reissue edition,384 pages,"July 27, 2004",0515138096,978-0515138092
030794672X,Deep Storm,Lincoln Child,4.3 out of 5 stars,Hardcover,Anchor; Reprint edition,384 pages,"July 19, 2011",030794672X,978-0307946720
0425276023,Lemon Pies and Little White Lies (A Charmed Pie Shoppe Mystery),Ellery Adams,4.7 out of 5 stars,Hardcover,Berkley,304 pages,"April 7, 2015",0425276023,978-0425276020
044900094X,Woman on the Edge of Time: A Novel,Marge Piercy,3.9 out of 5 stars,Paperback,Ballantine Books; Reprint edition,432 pages,"June 23, 1997",044900094X,978-0449000946
0061229776,"Vampire, Interrupted (Argeneau Vampires, Book 9)",Lynsay Sands,4.7 out of 5 stars,Kindle,Avon; First Edition edition,384 pages,"February 26, 2008",0061229776,978-0061229770
0345422384,Pandora (New Tales of the Vampires),Anne Rice,4.2 out of 5 stars,Paperback,Ballantine Books; 1rst Ballantine Book Edition edition edition,368 pages,"December 26, 1998",0345422384,978-0345422385
1622869877,The Syndicate: Carl Weber Presents (Urban Renaissance),Brick,4.6 out of 5 stars,Kindle,Urban Books,288 pages,"August 30, 2016",1622869877,978-1622869879
1503936791,The Final Trade (The Dominion Trilogy),Joe Hart,4.6 out of 5 stars,Kindle,Thomas & Mercer,352 pages,"September 13, 2016",1503936791,978-1503936799
1601626185,Gangsta,K'wan,4.1 out of 5 stars,Kindle,Urban Books; Reissue edition,304 pages,"August 5, 2014",1601626185,978-1601626189
0380720868,"Shadow of a Dark Queen (The Serpentwar Saga, Book 1)",Raymond E Feist,4.5 out of 5 stars,Paperback,EOS,497 pages,"December 28, 2010",0380720868,978-0380720866
0147513960,The Edge of the Light (The Edge of Nowhere),Elizabeth George,3.1 out of 5 stars,Hardcover,Speak; Reprint edition,416 pages,"August 1, 2017",0147513960,978-0147513960
0982618492,Wired,Douglas E. Richards,4.2 out of 5 stars,Paperback,Paragon Press; 1 edition,352 pages,"July 23, 2012",0982618492,978-0982618493
0515156035,Fear the Dark (A Bishop/SCU Novel),Kay Hooper,4.5 out of 5 stars,Paperback,Berkley,320 pages,"August 30, 2016",0515156035,978-0515156034
1501125087,Skitter: A Novel (The Hatching Series),Ezekiel Boone,4.3 out of 5 stars,Kindle,Atria/Emily Bestler Books; Reprint edition,368 pages,"November 7, 2017",1501125087,978-1501125089
1622869842,Dog Food: K'wan Presents,Raynesha Pittman,4.5 out of 5 stars,Hardcover,Urban Books,304 pages,"July 26, 2016",1622869842,978-1622869848
0345533291,False Memory: A Novel,Dean Koontz,4.0 out of 5 stars,Hardcover,Bantam,768 pages,"June 26, 2012",0345533291,978-0345533296
0425212890,"Grave Sight (Harper Connelly Mysteries, Book 1)",Charlaine Harris,4.0 out of 5 stars,Hardcover,Berkley; Reprint edition,310 pages,"September 26, 2006",0425212890,978-0425212899
1590172000,Beware of Pity (New York Review Books Classics),Stefan Zweig,4.4 out of 5 stars,Hardcover,NYRB Classics; 35112th edition,392 pages,"June 20, 2006",1590172000,978-1590172001
0515130095,Secret Honor (Honor Bound),W.E.B. Griffin,4.3 out of 5 stars,Hardcover,G.P. Putnam's Sons; Reprint edition,624 pages,"December 1, 2000",0515130095,978-0515130096
014218151X,Sanctuary: A Postapocalyptic Novel (The New World Series),G. Michael Hopf,4.5 out of 5 stars,Paperback,Plume,352 pages,"May 27, 2014",014218151X,978-0142181515
0425177173,"Atlantis Found (Dirk Pitt, No. 15)",Clive Cussler,4.4 out of 5 stars,Paperback,G.P. Putnam's Sons,704 pages,"May 1, 2001",0425177173,978-0425177174
0307388867,The Death of Ivan Ilyich and Other Stories (Vintage Classics),Leo Tolstoy,4.3 out of 5 stars,Kindle,Vintage; First Vintange edition,528 pages,"October 5, 2010",0307388867,978-0307388865
0425235238,Night of the Living Deed (A Haunted Guesthouse Mystery),E.J. Copperman,4.3 out of 5 stars,Hardcover,Berkley,336 pages,"June 1, 2010",0425235238,978-0425235232
0999327410,Rumors of Marty Goode,Jeff Ryan Williams,4.6 out of 5 stars,Hardcover,Moon Fortress Press,80 pages,"November 27, 2017",0999327410,978-0999327418
0451467426,Magic and Macaroons (A Magical Bakery Mystery),Bailey Cates,4.5 out of 5 stars,Kindle,Berkley,320 pages,"July 7, 2015",0451467426,978-0451467423
0425269272,Ghost in the Wind (A Haunted Guesthouse Mystery),E.J. Copperman,4.5 out of 5 stars,Hardcover,"Berkley; Complete Numbers Starting with 1, 1st Ed edition",304 pages,"December 1, 2015",0425269272,978-0425269275
0553289314,"Indiana Jones and the Peril at Delphi (Indiana Jones, No. 1)",Rob MacGregor,3.7 out of 5 stars,Kindle,Bantam; Reissue edition,248 pages,"January 1, 1991",0553289314,978-0553289312
1988328624,"Mr. Peabody's House (Werewolves, Vampires and Demons, Oh My)",Eve Langlais,4.4 out of 5 stars,Paperback,Eve Langlais,296 pages,"November 30, 2017",1988328624,978-1988328621
1847515797,"Dark Side of the Road, The: A country house murder mystery with a supernatural twist",Simon Green,4.0 out of 5 stars,Paperback,Severn House Trade Paperback; Reprint edition,224 pages,"November 1, 2015",1847515797,978-1847515797
0425277259,To Helvetica and Back (A Dangerous Type Mystery),Paige Shelton,4.4 out of 5 stars,Kindle,Berkley,304 pages,"January 5, 2016",0425277259,978-0425277256
0345371135,The Quincunx,Charles Palliser,4.0 out of 5 stars,Kindle,Ballantine Books,800 pages,January 1991,0345371135,978-0345371133
1573449067,The Wall,Marlen Haushofer,3.9 out of 5 stars,Kindle,Cleis Press; 3 edition,244 pages,"June 11, 2013",1573449067,978-1573449069
1101906146,The Wolf Road: A Novel,Beth Lewis,4.1 out of 5 stars,Paperback,Broadway Books; Reprint edition,368 pages,"April 11, 2017",1101906146,978-1101906149
0451464605,Dragon Rule: Book Five of the Age of Fire,E.E. Knight,4.2 out of 5 stars,Paperback,Ace; Reissue edition,368 pages,"July 3, 2012",0451464605,978-0451464606
0451240634,Quilt Trip: A Southern Quilting Mystery,Elizabeth Craig,4.3 out of 5 stars,Hardcover,Berkley; 1st edition,304 pages,"December 3, 2013",0451240634,978-0451240637
0451461924,"Cruel Zinc Melodies (Garrett, P.I. #12)",Glen Cook,4.5 out of 5 stars,Kindle,Ace,416 pages,"May 6, 2008",0451461924,978-0451461926
1496708571,Ditched 4 Murder (Sophie Kimball Mystery),J.C. Eaton,4.4 out of 5 stars,Paperback,Kensington,352 pages,"November 28, 2017",1496708571,978-1496708571
1973509091,The Sighting,Christopher Coleman,4.1 out of 5 stars,Hardcover,Independently published,143 pages,"December 11, 2017",1973509091,978-1973509097
0451465237,"Wicked Bronze Ambition: A Garrett, P.I., Novel",Glen Cook,4.2 out of 5 stars,Hardcover,Ace; 6.2.2013 edition,496 pages,"July 2, 2013",0451465237,978-0451465238
1490564713,Dead and Buried (Blackmoore Sisters Cozy Mysteries) (Volume 2),Leighann Dobbs,4.4 out of 5 stars,Kindle,CreateSpace Independent Publishing Platform,266 pages,"June 25, 2013",1490564713,978-1490564715
0857666592,Queen of the Struggle,Nik Korpon,,Paperback,Angry Robot,320 pages,"March 6, 2018",0857666592,978-0857666598
0062019805,Single White Vampire (Argeneau Vampire),Lynsay Sands,4.5 out of 5 stars,Hardcover,Avon; Reprint edition,384 pages,"June 29, 2010",0062019805,978-0062019806
0141002190,Aunt Dimity Beats the Devil (Aunt Dimity Mystery),Nancy Atherton,4.5 out of 5 stars,Hardcover,Penguin Books; 6th Printing edition,256 pages,"October 1, 2001",0141002190,978-0141002194
1984138863,Blood Crossed (Netherworld Paranormal Police Department) (Volume 1),John P. Logsdon,4.6 out of 5 stars,Paperback,CreateSpace Independent Publishing Platform,158 pages,"January 27, 2018",1984138863,978-1984138866
1503945758,The Phoenix Descent,Chuck Grossart,4.3 out of 5 stars,Paperback,47North,368 pages,"March 15, 2016",1503945758,978-1503945753
1481448676,Mockingbird (Miriam Black),Chuck Wendig,4.5 out of 5 stars,Hardcover,Saga Press,368 pages,"October 20, 2015",1481448676,978-1481448673
0679722955,The Names,Don DeLillo,3.4 out of 5 stars,Paperback,Vintage; Reissue edition,352 pages,"July 17, 1989",0679722955,978-0679722953
0312423810,The Confessions of Max Tivoli: A Novel,Andrew Sean Greer,4.1 out of 5 stars,Paperback,Picador; 1st edition,288 pages,"February 1, 2005",0312423810,978-0312423810
0062078178,Vampire Most Wanted: An Argeneau Novel (Argeneau Vampire),Lynsay Sands,4.4 out of 5 stars,Paperback,Avon,384 pages,"February 18, 2014",0062078178,978-0062078179
0451237471,In a Witch's Wardrobe: A Witchcraft Mystery,Juliet Blackwell,4.6 out of 5 stars,Paperback,Berkley,336 pages,"July 3, 2012",0451237471,978-0451237477
1937007421,Assassin's Creed: Revelations,Oliver Bowden,4.4 out of 5 stars,Kindle,Ace,512 pages,"November 29, 2011",1937007421,978-1937007423
1455574449,Forgotten Sins (Sin Brothers),Rebecca Zanetti,4.5 out of 5 stars,Paperback,Forever,400 pages,"January 28, 2014",1455574449,978-1455574445
1101872136,A Cure for Suicide: A Novel (Vintage Contemporaries),Jesse Ball,3.2 out of 5 stars,Paperback,Vintage; Reprint edition,272 pages,"June 14, 2016",1101872136,978-1101872130
0738741841,The Accidental Alchemist (An Accidental Alchemist Mystery),Gigi Pandian,4.3 out of 5 stars,Kindle,Midnight Ink; First Edition first Printing edition,360 pages,"January 8, 2015",0738741841,978-0738741840
1440536090,Innocent Monster (A Moe Prager Mysteries),Reed Farrel Coleman,4.1 out of 5 stars,Hardcover,Gallery Books,288 pages,"January 15, 2012",1440536090,978-1440536090
0143120514,One of Our Thursdays Is Missing: A Thursday Next Novel,Jasper Fforde,4.1 out of 5 stars,Kindle,Penguin Books; Reprint edition,384 pages,"January 31, 2012",0143120514,978-0143120513
0679643427,The Murders in the Rue Morgue (Modern Library Classics),Edgar Allan Poe,3.9 out of 5 stars,Hardcover,Modern Library,160 pages,"May 23, 2006",0679643427,978-0679643425
1760080489,Gorgon,Greig Beck,4.5 out of 5 stars,Paperback,Momentum,414 pages,"July 1, 2014",1760080489,978-1760080488
1937996360,The NightShade Forensic Files: Under Dark Skies (Book 1) (Volume 1),A.J. Scudiere,4.5 out of 5 stars,Hardcover,Griffyn Ink; large type edition edition,378 pages,"April 1, 2015",1937996360,978-1937996369
0553579908,"A Clash of Kings (A Song of Ice and Fire, Book 2)",George R. R. Martin,4.6 out of 5 stars,Kindle,Bantam; Reissue edition,1040 pages,"September 5, 2000",0553579908,978-0553579901
0316229245,The Stone Sky (The Broken Earth),N. K. Jemisin,4.6 out of 5 stars,Paperback,Orbit,464 pages,"August 15, 2017",0316229245,978-0316229241
055358202X,A Feast for Crows: A Song of Ice and Fire (Game of Thrones),George R. R. Martin,4.2 out of 5 stars,Paperback,Bantam,1104 pages,"September 26, 2006",055358202X,978-0553582024
0744004012,FINAL FANTASY(R) XI Atlas,Ed Kern,3.3 out of 5 stars,Paperback,Brady Games,160 pages,"April 22, 2005",0744004012,978-0744004014
